goalid,teamid,period,goaltime,scorer,assist1,assist2,gameid,goaldate,seconds
2023101918:52LA10,LA,3RD,1900-01-01 18:52:00,Blake Lizotte,Mikey Anderson,None,20231019LA@MIN,2023-10-19,3532
2023101918:57LV8,LV,3RD,1900-01-01 18:57:00,Nicolas Roy,Shea Theodore,None,20231019LV@WPG,2023-10-19,3537
2023101919:02LA5,LA,1ST,1900-01-01 19:02:00,Pierre-Luc Dubois,None,None,20231019LA@MIN,2023-10-19,1142
2023101919:14LA6,LA,1ST,1900-01-01 19:14:00,Pierre-Luc Dubois,Kevin Fiala,None,20231019LA@MIN,2023-10-19,1154
2023101919:18NYR5,NYR,2ND,1900-01-01 19:18:00,Adam Fox,None,None,20231019NSH@NYR,2023-10-19,2358
2023101919:22SEA4,SEA,1ST,1900-01-01 19:22:00,Pierre-Edouard Bellemare,Vince Dunn,None,20231019CAR@SEA,2023-10-19,1162
2023101919:53FLA2,FLA,1ST,1900-01-01 19:53:00,Oliver Ekman-Larsson,Aleksander Barkov,Sam Reinhart,20231019TOR@FLA,2023-10-19,1193
2023101919:59FLA4,FLA,3RD,1900-01-01 19:59:00,Sam Reinhart,Dmitry Kulikov,None,20231019TOR@FLA,2023-10-19,3599
2023101949.0CGY1,CGY,1ST,1900-01-01 00:49:00,Jonathan Huberdeau,Elias Lindholm,Rasmus Andersson,20231019CGY@BUF,2023-10-19,49
2023101949.0LV3,LV,2ND,1900-01-01 00:49:00,Brett Howden,Mark Stone,None,20231019LV@WPG,2023-10-19,1249
2023102001:37NYI4,NYI,2ND,1900-01-01 01:37:00,Brock Nelson,Kyle Palmieri,None,20231020NJ@NYI,2023-10-20,1297
2023102002:19NJ9,NJ,OVE,1900-01-01 02:19:00,Jack Hughes,John Marino,Timo Meier,20231020NJ@NYI,2023-10-20,3739
2023102002:36NJ5,NJ,2ND,1900-01-01 02:36:00,Luke Hughes,Jack Hughes,Jesper Bratt,20231020NJ@NYI,2023-10-20,1356
2023102004:30NJ7,NJ,3RD,1900-01-01 04:30:00,Jack Hughes,Ondrej Palat,Jesper Bratt,20231020NJ@NYI,2023-10-20,2670
2023102006:10NYI6,NYI,2ND,1900-01-01 06:10:00,Bo Horvat,Noah Dobson,Matt Martin,20231020NJ@NYI,2023-10-20,1570
2023102006:29CLB1,CLB,2ND,1900-01-01 06:29:00,Sean Kuraly,Justin Danforth,Ivan Provorov,20231020CGY@CLB,2023-10-20,1589
2023102008:45CLB2,CLB,3RD,1900-01-01 08:45:00,Justin Danforth,Jack Roslovic,Zach Werenski,20231020CGY@CLB,2023-10-20,2925
2023102010:37CGY3,CGY,3RD,1900-01-01 10:37:00,Elias Lindholm,Mikael Backlund,None,20231020CGY@CLB,2023-10-20,3037
2023102012:35NYI1,NYI,1ST,1900-01-01 12:35:00,Brock Nelson,Pierre Engvall,Kyle Palmieri,20231020NJ@NYI,2023-10-20,755
2023102017:39CLB4,CLB,3RD,1900-01-01 17:39:00,Zach Werenski,None,None,20231020CGY@CLB,2023-10-20,3459
2023102018:49NYI8,NYI,3RD,1900-01-01 18:49:00,Bo Horvat,Anders Lee,Mathew Barzal,20231020NJ@NYI,2023-10-20,3529
2023102019:00NJ2,NJ,1ST,1900-01-01 19:00:00,Dougie Hamilton,Timo Meier,Akira Schmid,20231020NJ@NYI,2023-10-20,1140
2023102021.0NJ3,NJ,2ND,1900-01-01 00:21:00,Tyler Toffoli,Jack Hughes,Jesper Bratt,20231020NJ@NYI,2023-10-20,1221
2023102101:25EDM1,EDM,1ST,1900-01-01 01:25:00,Darnell Nurse,Connor McDavid,Leon Draisaitl,20231021WPG@EDM,2023-10-21,85
2023102101:30CHI1,CHI,1ST,1900-01-01 01:30:00,Connor Bedard,Taylor Hall,None,20231021LV@CHI,2023-10-21,90
2023102101:57COL3,COL,2ND,1900-01-01 01:57:00,Logan O'Connor,Andrew Cogliano,None,20231021CAR@COL,2023-10-21,1317
2023102102:06NSH2,NSH,2ND,1900-01-01 02:06:00,Tommy Novak,Kiefer Sherwood,Roman Josi,20231021SJ@NSH,2023-10-21,1326
2023102102:13DAL9,DAL,OVE,1900-01-01 02:13:00,Joe Pavelski,Wyatt Johnston,None,20231021PHI@DAL,2023-10-21,3733
2023102102:18NSH3,NSH,2ND,1900-01-01 02:18:00,Kiefer Sherwood,Luke Evangelista,Tyson Barrie,20231021SJ@NSH,2023-10-21,1338
2023102102:40BUF3,BUF,3RD,1900-01-01 02:40:00,Dylan Cozens,Rasmus Dahlin,Jordan Greenway,20231021NYI@BUF,2023-10-21,2560
2023102102:47NSH4,NSH,3RD,1900-01-01 02:47:00,Tommy Novak,Gustav Nyquist,Juuso Parssinen,20231021SJ@NSH,2023-10-21,2567
2023102103:07CLB9,CLB,OVE,1900-01-01 03:07:00,Jack Roslovic,Johnny Gaudreau,None,20231021CLB@MIN,2023-10-21,3787
2023102103:53WPG5,WPG,OVE,1900-01-01 03:53:00,Mark Scheifele,Josh Morrissey,Kyle Connor,20231021WPG@EDM,2023-10-21,3833
2023102104:02DAL1,DAL,1ST,1900-01-01 04:02:00,Wyatt Johnston,Jamie Benn,None,20231021PHI@DAL,2023-10-21,242
2023102104:05LV2,LV,1ST,1900-01-01 04:05:00,William Karlsson,Paul Cotter,Kaedan Korczak,20231021LV@CHI,2023-10-21,245
2023102104:05TOR7,TOR,OVE,1900-01-01 04:05:00,John Tavares,William Nylander,John Klingberg,20231021TOR@TB,2023-10-21,3845
2023102104:16TOR1,TOR,1ST,1900-01-01 04:16:00,William Nylander,Matthew Knies,John Tavares,20231021TOR@TB,2023-10-21,256
2023102104:18DET3,DET,2ND,1900-01-01 04:18:00,Joseph Veleno,Christian Fischer,None,20231021DET@OTT,2023-10-21,1458
2023102104:42MIN5,MIN,3RD,1900-01-01 04:42:00,Jonas Brodin,Joel Eriksson Ek,Pat Maroon,20231021CLB@MIN,2023-10-21,2682
2023102105:30NYR5,NYR,3RD,1900-01-01 05:30:00,Artemi Panarin,Filip Chytil,K'Andre Miller,20231021NYR@SEA,2023-10-21,2730
2023102105:39STL3,STL,2ND,1900-01-01 05:39:00,Jake Neighbours,Kasperi Kapanen,Justin Faulk,20231021PIT@STL,2023-10-21,1539
2023102106:10CLB2,CLB,2ND,1900-01-01 06:10:00,Kent Johnson,Cole Sillinger,None,20231021CLB@MIN,2023-10-21,1570
2023102106:10FLA5,FLA,3RD,1900-01-01 06:10:00,Sam Reinhart,Evan Rodrigues,Aleksander Barkov,20231021VAN@FLA,2023-10-21,2770
2023102106:11EDM2,EDM,1ST,1900-01-01 06:11:00,Evan Bouchard,Leon Draisaitl,Connor McDavid,20231021WPG@EDM,2023-10-21,371
2023102106:26TB2,TB,1ST,1900-01-01 06:26:00,Nikita Kucherov,Brayden Point,Victor Hedman,20231021TOR@TB,2023-10-21,386
2023102106:28LA2,LA,2ND,1900-01-01 06:28:00,Alex Laferriere,Pierre-Luc Dubois,Kevin Fiala,20231021BOS@LA,2023-10-21,1588
2023102107:12STL4,STL,2ND,1900-01-01 07:12:00,Colton Parayko,Alexei Toropchenko,Oskar Sundqvist,20231021PIT@STL,2023-10-21,1632
2023102107:21MIN3,MIN,2ND,1900-01-01 07:21:00,Dakota Mermis,Marcus Johansson,Joel Eriksson Ek,20231021CLB@MIN,2023-10-21,1641
2023102107:23DET6,DET,3RD,1900-01-01 07:23:00,Joseph Veleno,Daniel Sprong,None,20231021DET@OTT,2023-10-21,2843
2023102107:30LV3,LV,2ND,1900-01-01 07:30:00,Jonathan Marchessault,Jack Eichel,Shea Theodore,20231021LV@CHI,2023-10-21,1650
2023102107:36CLB6,CLB,3RD,1900-01-01 07:36:00,Boone Jenner,Zach Werenski,Damon Severson,20231021CLB@MIN,2023-10-21,2856
2023102107:47ANA3,ANA,3RD,1900-01-01 07:47:00,Frank Vatrano,Jakob Silfverberg,Adam Henrique,20231021ANA@ARI,2023-10-21,2867
2023102107:52DAL2,DAL,1ST,1900-01-01 07:52:00,Tyler Seguin,Ryan Suter,Miro Heiskanen,20231021PHI@DAL,2023-10-21,472
2023102108:15MIN4,MIN,2ND,1900-01-01 08:15:00,Mats Zuccarello,Ryan Hartman,None,20231021CLB@MIN,2023-10-21,1695
2023102108:41SEA1,SEA,1ST,1900-01-01 08:41:00,Justin Schultz,Brian Dumoulin,Eeli Tolvanen,20231021NYR@SEA,2023-10-21,521
2023102108:49OTT7,OTT,3RD,1900-01-01 08:49:00,Ridly Greig,Mathieu Joseph,Jakob Chychrun,20231021DET@OTT,2023-10-21,2929
2023102108:50CHI4,CHI,2ND,1900-01-01 08:50:00,Reese Johnson,Connor Murphy,Ryan Donato,20231021LV@CHI,2023-10-21,1730
2023102108:55CLB1,CLB,1ST,1900-01-01 08:55:00,Justin Danforth,David Jiricek,Mathieu Olivier,20231021CLB@MIN,2023-10-21,535
2023102109:17CAR4,CAR,2ND,1900-01-01 09:17:00,Brent Burns,Dmitry Orlov,Stefan Noesen,20231021CAR@COL,2023-10-21,1757
2023102109:33STL1,STL,1ST,1900-01-01 09:33:00,Brandon Saad,Robert Thomas,Jordan Kyrou,20231021PIT@STL,2023-10-21,573
2023102109:50MON2,MON,2ND,1900-01-01 09:50:00,Brendan Gallagher,Sean Monahan,Tanner Pearson,20231021WAS@MON,2023-10-21,1790
2023102110:04TB3,TB,1ST,1900-01-01 10:04:00,Alex Barre-Boulet,Nikita Kucherov,Brayden Point,20231021TOR@TB,2023-10-21,604
2023102110:12PHI3,PHI,1ST,1900-01-01 10:12:00,Joel Farabee,Bobby Brink,Noah  Cates,20231021PHI@DAL,2023-10-21,612
2023102110:18WPG3,WPG,1ST,1900-01-01 10:18:00,Josh Morrissey,Dylan DeMelo,Morgan Barron,20231021WPG@EDM,2023-10-21,618
2023102110:33SJ5,SJ,3RD,1900-01-01 10:33:00,Tomas Hertl,Mario Ferraro,Nikolai Knyzhov,20231021SJ@NSH,2023-10-21,3033
2023102110:36DAL6,DAL,3RD,1900-01-01 10:36:00,Jamie Benn,Wyatt Johnston,None,20231021PHI@DAL,2023-10-21,3036
2023102110:41VAN3,VAN,2ND,1900-01-01 10:41:00,Carson Soucy,Conor Garland,None,20231021VAN@FLA,2023-10-21,1841
2023102110:42CAR5,CAR,2ND,1900-01-01 10:42:00,Michael Bunting,Martin Necas,Jaccob Slavin,20231021CAR@COL,2023-10-21,1842
2023102111:09VAN1,VAN,1ST,1900-01-01 11:09:00,Quinn Hughes,J.T. Miller,Elias Pettersson,20231021VAN@FLA,2023-10-21,669
2023102111:15VAN4,VAN,2ND,1900-01-01 11:15:00,Elias Pettersson,Andrei Kuzmenko,Ilya Mikheyev,20231021VAN@FLA,2023-10-21,1875
2023102111:25WAS3,WAS,3RD,1900-01-01 11:25:00,Dylan Strome,Alex Ovechkin,Matthew Phillips,20231021WAS@MON,2023-10-21,3085
2023102111:29FLA2,FLA,1ST,1900-01-01 11:29:00,Aleksander Barkov,None,None,20231021VAN@FLA,2023-10-21,689
2023102111:58PHI7,PHI,3RD,1900-01-01 11:58:00,Travis Konecny,Travis Sanheim,Scott Laughton,20231021PHI@DAL,2023-10-21,3118
2023102112:11TOR5,TOR,3RD,1900-01-01 12:11:00,Matthew Knies,Max Domi,None,20231021TOR@TB,2023-10-21,3131
2023102112:15NYR2,NYR,1ST,1900-01-01 12:15:00,Artemi Panarin,Filip Chytil,None,20231021NYR@SEA,2023-10-21,735
2023102112:21COL6,COL,2ND,1900-01-01 12:21:00,Frederik Olofsson,Logan O'Connor,Bowen Byram,20231021CAR@COL,2023-10-21,1941
2023102112:26CAR10,CAR,3RD,1900-01-01 12:26:00,Jaccob Slavin,Jesperi Kotkaniemi,Seth Jarvis,20231021CAR@COL,2023-10-21,3146
2023102112:45PHI8,PHI,3RD,1900-01-01 12:45:00,Sean Walker,Egor Zamula,None,20231021PHI@DAL,2023-10-21,3165
2023102113.0LV5,LV,3RD,1900-01-01 00:13:00,Nicolas Roy,Keegan Kolesar,Brayden McNabb,20231021LV@CHI,2023-10-21,2413
2023102113:02NYR3,NYR,2ND,1900-01-01 13:02:00,Kaapo Kakko,Jacob Trouba,K'Andre Miller,20231021NYR@SEA,2023-10-21,1982
2023102113:10BOS1,BOS,1ST,1900-01-01 13:10:00,David Pastrnak,Brad Marchand,James van Riemsdyk,20231021BOS@LA,2023-10-21,790
2023102113:26NSH6,NSH,3RD,1900-01-01 13:26:00,Luke Evangelista,Dante Fabbro,None,20231021SJ@NSH,2023-10-21,3206
2023102113:29TB4,TB,1ST,1900-01-01 13:29:00,Nikita Kucherov,Mikhail Sergachev,Steven Stamkos,20231021TOR@TB,2023-10-21,809
2023102113:47LV6,LV,3RD,1900-01-01 13:47:00,Mark Stone,Michael Amadio,Chandler Stephenson,20231021LV@CHI,2023-10-21,3227
2023102114:01ARI2,ARI,2ND,1900-01-01 14:01:00,Clayton Keller,Nick Schmaltz,Sean Durzi,20231021ANA@ARI,2023-10-21,2041
2023102114:01FLA6,FLA,3RD,1900-01-01 14:01:00,Sam Reinhart,Evan Rodrigues,Josh Mahura,20231021VAN@FLA,2023-10-21,3241
2023102114:10COL7,COL,2ND,1900-01-01 14:10:00,Artturi Lehkonen,Ryan Johansen,Cale Makar,20231021CAR@COL,2023-10-21,2050
2023102114:33TOR6,TOR,3RD,1900-01-01 14:33:00,Matthew Knies,Max Domi,David Kampf,20231021TOR@TB,2023-10-21,3273
2023102114:41CLB7,CLB,3RD,1900-01-01 14:41:00,Adam Fantilli,Ivan Provorov,Damon Severson,20231021CLB@MIN,2023-10-21,3281
2023102114:45BOS3,BOS,2ND,1900-01-01 14:45:00,Morgan Geekie,Milan Lucic,Derek Forbort,20231021BOS@LA,2023-10-21,2085
2023102114:54DET4,DET,2ND,1900-01-01 14:54:00,David Perron,Dylan Larkin,Moritz Seider,20231021DET@OTT,2023-10-21,2094
2023102115:03VAN7,VAN,3RD,1900-01-01 15:03:00,Andrei Kuzmenko,Phillip Di Giuseppe,J.T. Miller,20231021VAN@FLA,2023-10-21,3303
2023102115:13STL5,STL,3RD,1900-01-01 15:13:00,Brandon Saad,Kasperi Kapanen,Robert Thomas,20231021PIT@STL,2023-10-21,3313
2023102115:33BOS4,BOS,2ND,1900-01-01 15:33:00,Brad Marchand,David Pastrnak,Derek Forbort,20231021BOS@LA,2023-10-21,2133
2023102115:57COL8,COL,2ND,1900-01-01 15:57:00,Nathan MacKinnon,Artturi Lehkonen,Valeri Nichushkin,20231021CAR@COL,2023-10-21,2157
2023102116:09CAR1,CAR,1ST,1900-01-01 16:09:00,Jesperi Kotkaniemi,Stefan Noesen,Jack Drury,20231021CAR@COL,2023-10-21,969
2023102116:09LV7,LV,3RD,1900-01-01 16:09:00,Paul Cotter,Michael Amadio,Alec Martinez,20231021LV@CHI,2023-10-21,3369
2023102116:27PIT6,PIT,3RD,1900-01-01 16:27:00,Radim Zohorna,Lars Eller,Drew O'Connor,20231021PIT@STL,2023-10-21,3387
2023102116:36PHI4,PHI,1ST,1900-01-01 16:36:00,Travis Konecny,Noah  Cates,None,20231021PHI@DAL,2023-10-21,996
2023102116:37BUF1,BUF,2ND,1900-01-01 16:37:00,Jeff Skinner,Casey Mittelstadt,None,20231021NYI@BUF,2023-10-21,2197
2023102116:54OTT1,OTT,1ST,1900-01-01 16:54:00,Jake Sanderson,Brady Tkachuk,Josh Norris,20231021DET@OTT,2023-10-21,1014
2023102117:01MIN8,MIN,3RD,1900-01-01 17:01:00,Marcus Johansson,Pat Maroon,Dakota Mermis,20231021CLB@MIN,2023-10-21,3421
2023102117:15NSH1,NSH,1ST,1900-01-01 17:15:00,Samuel Fagemo,Gustav Nyquist,Alexandre Carrier,20231021SJ@NSH,2023-10-21,1035
2023102117:41ARI1,ARI,1ST,1900-01-01 17:41:00,Jason Zucker,Juuso Valimaki,Matias Maccelli,20231021ANA@ARI,2023-10-21,1061
2023102117:48BOS5,BOS,3RD,1900-01-01 17:48:00,Brad Marchand,David Pastrnak,Pavel Zacha,20231021BOS@LA,2023-10-21,3468
2023102117:50VAN8,VAN,3RD,1900-01-01 17:50:00,Brock Boeser,None,None,20231021VAN@FLA,2023-10-21,3470
2023102117:59NYR4,NYR,2ND,1900-01-01 17:59:00,Alexis Lafreniere,Filip Chytil,None,20231021NYR@SEA,2023-10-21,2279
2023102117:59WAS4,WAS,3RD,1900-01-01 17:59:00,Dylan Strome,Evgeny Kuznetsov,John Carlson,20231021WAS@MON,2023-10-21,3479
2023102118:15DET2,DET,1ST,1900-01-01 18:15:00,Shayne Gostisbehere,Dylan Larkin,David Perron,20231021DET@OTT,2023-10-21,1095
2023102118:21WPG4,WPG,2ND,1900-01-01 18:21:00,Vladislav Namestnikov,Alex Iafallo,None,20231021WPG@EDM,2023-10-21,2301
2023102118:39NYI4,NYI,3RD,1900-01-01 18:39:00,Noah Dobson,Mathew Barzal,Bo Horvat,20231021NYI@BUF,2023-10-21,3519
2023102118:50LA6,LA,3RD,1900-01-01 18:50:00,Carl Grundstrom,Matt Roy,Trevor Lewis,20231021BOS@LA,2023-10-21,3530
2023102118:55MON1,MON,1ST,1900-01-01 18:55:00,Sean Monahan,Nick Suzuki,Cole Caufield,20231021WAS@MON,2023-10-21,1135
2023102119:23BUF2,BUF,2ND,1900-01-01 19:23:00,Mattias Samuelsson,Casey Mittelstadt,Jeff Skinner,20231021NYI@BUF,2023-10-21,2363
2023102119:35COL9,COL,2ND,1900-01-01 19:35:00,Mikko Rantanen,Cale Makar,Artturi Lehkonen,20231021CAR@COL,2023-10-21,2375
2023102119:45CHI8,CHI,3RD,1900-01-01 19:45:00,Corey Perry,Nick Foligno,Kevin Korchinski,20231021LV@CHI,2023-10-21,3585
2023102119:54COL2,COL,1ST,1900-01-01 19:54:00,Ryan Johansen,None,None,20231021CAR@COL,2023-10-21,1194
2023102119:55PIT2,PIT,1ST,1900-01-01 19:55:00,Evgeni Malkin,Kris Letang,None,20231021PIT@STL,2023-10-21,1195
2023102128.0DET5,DET,3RD,1900-01-01 00:28:00,Dylan Larkin,Shayne Gostisbehere,Moritz Seider,20231021DET@OTT,2023-10-21,2428
2023102130.0DAL5,DAL,2ND,1900-01-01 00:30:00,Roope Hintz,Jason Robertson,Joe Pavelski,20231021PHI@DAL,2023-10-21,1230
2023102147.0MON5,MON,OVE,1900-01-01 00:47:00,Cole Caufield,Nick Suzuki,Mike Matheson,20231021WAS@MON,2023-10-21,3647
2023102201:59DET1,DET,1ST,1900-01-01 01:59:00,Alex DeBrincat,Justin Holl,Lucas Raymond,20231022CGY@DET,2023-10-22,119
2023102202:00DET3,DET,2ND,1900-01-01 02:00:00,Dylan Larkin,Alex DeBrincat,None,20231022CGY@DET,2023-10-22,1320
2023102203:07DET7,DET,3RD,1900-01-01 03:07:00,Jake Walman,Daniel Sprong,David Perron,20231022CGY@DET,2023-10-22,2587
2023102203:44DET8,DET,3RD,1900-01-01 03:44:00,Alex DeBrincat,Lucas Raymond,Justin Holl,20231022CGY@DET,2023-10-22,2624
2023102205:05ANA1,ANA,3RD,1900-01-01 05:05:00,Mason McTavish,Ryan Strome,Frank Vatrano,20231022BOS@ANA,2023-10-22,2705
2023102206:29BOS2,BOS,3RD,1900-01-01 06:29:00,Matthew Poitras,Morgan Geekie,Ian Mitchell,20231022BOS@ANA,2023-10-22,2789
2023102209:44DET2,DET,1ST,1900-01-01 09:44:00,Joseph Veleno,Ben Chiarot,Justin Holl,20231022CGY@DET,2023-10-22,584
2023102210:20BOS3,BOS,3RD,1900-01-01 10:20:00,Matthew Poitras,Jake DeBrusk,Charlie McAvoy,20231022BOS@ANA,2023-10-22,3020
2023102212:12CGY4,CGY,2ND,1900-01-01 12:12:00,Andrew Mangiapane,Mikael Backlund,Blake Coleman,20231022CGY@DET,2023-10-22,1932
2023102213:33DET5,DET,2ND,1900-01-01 13:33:00,Alex DeBrincat,Dylan Larkin,Lucas Raymond,20231022CGY@DET,2023-10-22,2013
2023102217:26BOS4,BOS,3RD,1900-01-01 17:26:00,Brad Marchand,Charlie Coyle,None,20231022BOS@ANA,2023-10-22,3446
2023102218:34CGY6,CGY,2ND,1900-01-01 18:34:00,Yegor Sharangovich,Walker Duehr,Nikita Zadorov,20231022CGY@DET,2023-10-22,2314
2023102302:56MON1,MON,1ST,1900-01-01 02:56:00,Justin Barron,Arber Xhekaj,Sean Monahan,20231023MON@BUF,2023-10-23,176
2023102303:31MON3,MON,3RD,1900-01-01 03:31:00,Brendan Gallagher,David Savard,Tanner Pearson,20231023MON@BUF,2023-10-23,2611
2023102307:13BUF2,BUF,1ST,1900-01-01 07:13:00,Jeff Skinner,Dylan Cozens,Rasmus Dahlin,20231023MON@BUF,2023-10-23,433
2023102316:53MON4,MON,3RD,1900-01-01 16:53:00,Tanner Pearson,Brendan Gallagher,Alex Newhook,20231023MON@BUF,2023-10-23,3413
2023102401:07DET1,DET,2ND,1900-01-01 01:07:00,Joseph Veleno,Olli Maatta,Daniel Sprong,20231024SEA@DET,2023-10-24,1267
2023102401:15CGY1,CGY,1ST,1900-01-01 01:15:00,Blake Coleman,Mikael Backlund,Andrew Mangiapane,20231024NYR@CGY,2023-10-24,75
2023102402:10DET5,DET,3RD,1900-01-01 02:10:00,Shayne Gostisbehere,Moritz Seider,Dylan Larkin,20231024SEA@DET,2023-10-24,2530
2023102402:20ANA5,ANA,OVE,1900-01-01 02:20:00,Frank Vatrano,Benoit-Olivier Groulx,None,20231024ANA@CLB,2023-10-24,3740
2023102402:55WPG1,WPG,2ND,1900-01-01 02:55:00,David Gustafsson,Cole Perfetti,Dylan DeMelo,20231024STL@WPG,2023-10-24,1375
2023102402:56NYI4,NYI,2ND,1900-01-01 02:56:00,Kyle Palmieri,Mathew Barzal,Noah Dobson,20231024COL@NYI,2023-10-24,1376
2023102402:59ARI1,ARI,1ST,1900-01-01 02:59:00,Jack McBain,Travis Boyd,Matias Maccelli,20231024ARI@LA,2023-10-24,179
2023102403:11VAN4,VAN,2ND,1900-01-01 03:11:00,Nils Hoglander,Quinn Hughes,Filip Hronek,20231024VAN@NSH,2023-10-24,1391
2023102403:13WPG2,WPG,2ND,1900-01-01 03:13:00,Mason Appleton,Adam Lowry,Neal Pionk,20231024STL@WPG,2023-10-24,1393
2023102403:50BOS1,BOS,2ND,1900-01-01 03:50:00,Pavel Zacha,None,None,20231024BOS@CHI,2023-10-24,1430
2023102404:04BUF3,BUF,2ND,1900-01-01 04:04:00,Jeff Skinner,Dylan Cozens,Casey Mittelstadt,20231024BUF@OTT,2023-10-24,1444
2023102404:06BOS2,BOS,3RD,1900-01-01 04:06:00,Matthew Poitras,Morgan Geekie,None,20231024BOS@CHI,2023-10-24,2646
2023102404:10WPG4,WPG,3RD,1900-01-01 04:10:00,Kyle Connor,Nate Schmidt,None,20231024STL@WPG,2023-10-24,2650
2023102404:29VAN1,VAN,1ST,1900-01-01 04:29:00,Ilya Mikheyev,Andrei Kuzmenko,Ian Cole,20231024VAN@NSH,2023-10-24,269
2023102404:38DET6,DET,3RD,1900-01-01 04:38:00,Dylan Larkin,Shayne Gostisbehere,Moritz Seider,20231024SEA@DET,2023-10-24,2678
2023102404:40NYI8,NYI,3RD,1900-01-01 04:40:00,Anders Lee,None,None,20231024COL@NYI,2023-10-24,2680
2023102404:55SEA9,SEA,OVE,1900-01-01 04:55:00,Jordan Eberle,Jared McCann,Vince Dunn,20231024SEA@DET,2023-10-24,3895
2023102405:02BOS3,BOS,3RD,1900-01-01 05:02:00,Trent Frederic,James van Riemsdyk,Charlie Coyle,20231024BOS@CHI,2023-10-24,2702
2023102405:16SEA2,SEA,2ND,1900-01-01 05:16:00,Jaden Schwartz,Vince Dunn,Matty Beniers,20231024SEA@DET,2023-10-24,1516
2023102405:19COL1,COL,1ST,1900-01-01 05:19:00,Ryan Johansen,Mikko Rantanen,Cale Makar,20231024COL@NYI,2023-10-24,319
2023102405:22DAL4,DAL,3RD,1900-01-01 05:22:00,Thomas Harley,Joe Pavelski,Jason Robertson,20231024DAL@PIT,2023-10-24,2722
2023102405:35LA8,LA,3RD,1900-01-01 05:35:00,Kevin Fiala,Vladislav Gavrikov,Jordan Spence,20231024ARI@LA,2023-10-24,2735
2023102405:41TOR2,TOR,2ND,1900-01-01 05:41:00,John Tavares,Morgan Rielly,Tyler Bertuzzi,20231024TOR@WAS,2023-10-24,1541
2023102405:49MON1,MON,1ST,1900-01-01 05:49:00,Justin Barron,Michael Pezzetta,None,20231024NJ@MON,2023-10-24,349
2023102405:55NYI5,NYI,2ND,1900-01-01 05:55:00,Simon Holmstrom,Cal Clutterbuck,Jean-Gabriel Pageau,20231024COL@NYI,2023-10-24,1555
2023102406:17ARI5,ARI,2ND,1900-01-01 06:17:00,Nick Bjugstad,Lawson Crouse,Michael Carcone,20231024ARI@LA,2023-10-24,1577
2023102406:29TOR3,TOR,2ND,1900-01-01 06:29:00,William Nylander,Auston Matthews,None,20231024TOR@WAS,2023-10-24,1589
2023102406:48MIN7,MIN,3RD,1900-01-01 06:48:00,Mats Zuccarello,Kirill Kaprizov,Ryan Hartman,20231024EDM@MIN,2023-10-24,2808
2023102406:54LV1,LV,1ST,1900-01-01 06:54:00,Ivan Barbashev,Jack Eichel,Jonathan Marchessault,20231024PHI@LV,2023-10-24,414
2023102407:17NJ5,NJ,3RD,1900-01-01 07:17:00,Tyler Toffoli,Jack Hughes,None,20231024NJ@MON,2023-10-24,2837
2023102407:37DAL2,DAL,2ND,1900-01-01 07:37:00,Jason Robertson,Craig Smith,Roope Hintz,20231024DAL@PIT,2023-10-24,1657
2023102407:38NYR2,NYR,2ND,1900-01-01 07:38:00,Alexis Lafreniere,Erik Gustafsson,Filip Chytil,20231024NYR@CGY,2023-10-24,1658
2023102407:39LA6,LA,2ND,1900-01-01 07:39:00,Blake Lizotte,Drew Doughty,None,20231024ARI@LA,2023-10-24,1659
2023102407:47COL9,COL,3RD,1900-01-01 07:47:00,Mikko Rantanen,Tomas Tatar,None,20231024COL@NYI,2023-10-24,2867
2023102407:47MIN2,MIN,1ST,1900-01-01 07:47:00,Marco Rossi,None,None,20231024EDM@MIN,2023-10-24,467
2023102408:06BUF1,BUF,1ST,1900-01-01 08:06:00,Jeff Skinner,Alex Tuch,Casey Mittelstadt,20231024BUF@OTT,2023-10-24,486
2023102408:13LA2,LA,1ST,1900-01-01 08:13:00,Anze Kopitar,Kevin Fiala,Adrian Kempe,20231024ARI@LA,2023-10-24,493
2023102408:30SJ1,SJ,2ND,1900-01-01 08:30:00,Fabian Zetterlund,William Eklund,Thomas Bordeleau,20231024SJ@FLA,2023-10-24,1710
2023102409:13CLB3,CLB,3RD,1900-01-01 09:13:00,Adam Fantilli,Jack Roslovic,Jake Bean,20231024ANA@CLB,2023-10-24,2953
2023102409:18NSH5,NSH,2ND,1900-01-01 09:18:00,Kiefer Sherwood,Tommy Novak,None,20231024VAN@NSH,2023-10-24,1758
2023102409:48FLA2,FLA,2ND,1900-01-01 09:48:00,Carter Verhaeghe,Matthew Tkachuk,Eetu Luostarinen,20231024SJ@FLA,2023-10-24,1788
2023102410:03NYI2,NYI,1ST,1900-01-01 10:03:00,Cal Clutterbuck,Noah Dobson,Jean-Gabriel Pageau,20231024COL@NYI,2023-10-24,603
2023102410:26DET7,DET,3RD,1900-01-01 10:26:00,Alex DeBrincat,Dylan Larkin,Shayne Gostisbehere,20231024SEA@DET,2023-10-24,3026
2023102410:28MIN8,MIN,3RD,1900-01-01 10:28:00,Joel Eriksson Ek,Pat Maroon,Marcus Johansson,20231024EDM@MIN,2023-10-24,3028
2023102410:35LA3,LA,1ST,1900-01-01 10:35:00,Trevor Lewis,Blake Lizotte,Andreas Englund,20231024ARI@LA,2023-10-24,635
