"goalID","scorer","period","teamName","goalDate","gameID"
"2023103002:55PIT1",Erik Karlsson,"1ST",Pittsburgh Penguins,2023-10-30,"20231030ANA@PIT"
"2023103003:01ANA6",Mason McTavish,"3RD",Anaheim Ducks,2023-10-30,"20231030ANA@PIT"
"2023103003:11CAR1",Stefan Noesen,"1ST",Carolina Hurricanes,2023-10-30,"20231030CAR@PHI"
"2023103003:36BOS5",Pavel Zacha,OVE,Boston Bruins,2023-10-30,"20231030FLA@BOS"
"2023103003:38BOS3",Brad Marchand,"2ND",Boston Bruins,2023-10-30,"20231030FLA@BOS"
"2023103003:40TB5",Alex Barre-Boulet,"2ND",Tampa Bay Lightning,2023-10-30,"20231030SEA@TB"
"2023103004:34NYR5",Mika Zibanejad,OVE,New York Rangers,2023-10-30,"20231030NYR@WPG"
"2023103004:37CLB2",Dmitri Voronkov,"1ST",Columbus Blue Jackets,2023-10-30,"20231030CLB@DAL"
"2023103005:00ARI5",Michael Carcone,"2ND",Arizona Coyotes,2023-10-30,"20231030CHI@ARI"
"2023103005:08WPG3",Nikolaj Ehlers,"3RD",Winnipeg Jets,2023-10-30,"20231030NYR@WPG"
"2023103005:52DAL4",Roope Hintz,"2ND",Dallas Stars,2023-10-30,"20231030CLB@DAL"
"2023103006:13FLA1",Aleksander Barkov,"1ST",Florida Panthers,2023-10-30,"20231030FLA@BOS"
"2023103006:38ARI6",Jack McBain,"2ND",Arizona Coyotes,2023-10-30,"20231030CHI@ARI"
"2023103007:20BOS4",Charlie McAvoy,"3RD",Boston Bruins,2023-10-30,"20231030FLA@BOS"
"2023103007:55DET3",Daniel Sprong,"3RD",Detroit Red Wings,2023-10-30,"20231030DET@NYI"
"2023103008:28ANA2",Jakob Silfverberg,"1ST",Anaheim Ducks,2023-10-30,"20231030ANA@PIT"
"2023103009:02CAR4",Michael Bunting,"2ND",Carolina Hurricanes,2023-10-30,"20231030CAR@PHI"
"2023103009:35DET4",Jake Walman,"3RD",Detroit Red Wings,2023-10-30,"20231030DET@NYI"
"2023103010:37ARI9",Jack McBain,"3RD",Arizona Coyotes,2023-10-30,"20231030CHI@ARI"
"2023103011:18ARI7",Sean Durzi,"2ND",Arizona Coyotes,2023-10-30,"20231030CHI@ARI"
"2023103011:43DET5",J.T. Compher,"3RD",Detroit Red Wings,2023-10-30,"20231030DET@NYI"
"2023103011:51ANA3",Frank Vatrano,"2ND",Anaheim Ducks,2023-10-30,"20231030ANA@PIT"
"2023103012:08SEA1",Brian Dumoulin,"1ST",Seattle Kraken,2023-10-30,"20231030SEA@TB"
"2023103012:39DAL6",Evgenii Dadonov,"3RD",Dallas Stars,2023-10-30,"20231030CLB@DAL"
"2023103013:08SEA2",Yanni Gourde,"1ST",Seattle Kraken,2023-10-30,"20231030SEA@TB"
"2023103013:12NYR4",Chris Kreider,"3RD",New York Rangers,2023-10-30,"20231030NYR@WPG"
"2023103013:37TB3",Tanner Jeannot,"1ST",Tampa Bay Lightning,2023-10-30,"20231030SEA@TB"
"2023103013:41CLB3",Damon Severson,"1ST",Columbus Blue Jackets,2023-10-30,"20231030CLB@DAL"
"2023103013:53ARI3",Josh Brown,"1ST",Arizona Coyotes,2023-10-30,"20231030CHI@ARI"
"2023103014:32TB6",Brandon Hagel,"3RD",Tampa Bay Lightning,2023-10-30,"20231030SEA@TB"
"2023103015:08FLA2",Sam Reinhart,"1ST",Florida Panthers,2023-10-30,"20231030FLA@BOS"
"2023103015:09PHI2",Owen Tippett,"1ST",Philadelphia Flyers,2023-10-30,"20231030CAR@PHI"
"2023103015:26ARI8",Liam O'Brien,"2ND",Arizona Coyotes,2023-10-30,"20231030CHI@ARI"
"2023103015:49NYI6",Bo Horvat,"3RD",New York Islanders,2023-10-30,"20231030DET@NYI"
"2023103015:52SEA4",Kailer Yamamoto,"1ST",Seattle Kraken,2023-10-30,"20231030SEA@TB"
"2023103015:55ARI4",Michael Carcone,"1ST",Arizona Coyotes,2023-10-30,"20231030CHI@ARI"
"2023103016:13CAR5",Teuvo Teravainen,"3RD",Carolina Hurricanes,2023-10-30,"20231030CAR@PHI"
"2023103016:21DAL7",Wyatt Johnston,"3RD",Dallas Stars,2023-10-30,"20231030CLB@DAL"
"2023103017:10CLB8",Sean Kuraly,"3RD",Columbus Blue Jackets,2023-10-30,"20231030CLB@DAL"
"2023103018:23PHI3",Garnet Hathaway,"1ST",Philadelphia Flyers,2023-10-30,"20231030CAR@PHI"
"2023103018:24NYR1",Artemi Panarin,"1ST",New York Rangers,2023-10-30,"20231030NYR@WPG"
"2023103018:39NYI1",Casey Cizikas,"2ND",New York Islanders,2023-10-30,"20231030DET@NYI"
"2023103019:25PIT4",Evgeni Malkin,"2ND",Pittsburgh Penguins,2023-10-30,"20231030ANA@PIT"
"2023103019:32WPG2",David Gustafsson,"1ST",Winnipeg Jets,2023-10-30,"20231030NYR@WPG"
"2023103019:47ANA7",Mason McTavish,"3RD",Anaheim Ducks,2023-10-30,"20231030ANA@PIT"
"2023103027.0DAL1",Thomas Harley,"1ST",Dallas Stars,2023-10-30,"20231030CLB@DAL"
"2023103028.0CHI1",Connor Bedard,"1ST",Chicago Blackhawks,2023-10-30,"20231030CHI@ARI"
"2023103104:11VAN6",J.T. Miller,"3RD",Vancouver Canucks,2023-10-31,"20231031NSH@VAN"
"2023103106:38LA1",Andreas Englund,"1ST",Los Angeles Kings,2023-10-31,"20231031LA@TOR"
"2023103108:25TOR4",John Tavares,"3RD",Toronto Maple Leafs,2023-10-31,"20231031LA@TOR"
"2023103109:46LA3",Arthur Kaliyev,"2ND",Los Angeles Kings,2023-10-31,"20231031LA@TOR"
"2023103111:40LA2",Phillip Danault,"1ST",Los Angeles Kings,2023-10-31,"20231031LA@TOR"
"2023103112:13LA5",Adrian Kempe,"3RD",Los Angeles Kings,2023-10-31,"20231031LA@TOR"
"2023103113:45VAN1",Sam Lafferty,"1ST",Vancouver Canucks,2023-10-31,"20231031NSH@VAN"
"2023103116:10NSH2",Colton Sissons,"1ST",Nashville Predators,2023-10-31,"20231031NSH@VAN"
"2023103116:38VAN5",Elias Pettersson,"2ND",Vancouver Canucks,2023-10-31,"20231031NSH@VAN"
"2023103116:40NSH3",Dante Fabbro,"1ST",Nashville Predators,2023-10-31,"20231031NSH@VAN"
"2023103117:02VAN7",Elias Pettersson,"3RD",Vancouver Canucks,2023-10-31,"20231031NSH@VAN"
"2023103153.0VAN4",Elias Pettersson,"2ND",Vancouver Canucks,2023-10-31,"20231031NSH@VAN"
